id,start_academic_year,provider_name,provider_code,provider_ukprn,partner_name,partner_reference,partner_type,school_name,school_urn,subject_name
de6ea225-90ea-46d4-9c04-8108321e8632,2025,Teaching London: LDBS SCITT,L59,10046787,,,,Abacus Belsize Primary School,139837,Primary
f13da9a7-07df-4210-a8d7-7c00502cee95,2025,Arthur Terry School SCITT,A67,10034759,,,,Abbey Catholic Primary School,147669,Primary
75bbb159-7d48-4ab3-9f7e-4c013a3f4677,2025,Bishop Challoner Training School,1K2,10000722,,,,Abbey Catholic Primary School,147669,Primary
0a68feb9-a06d-431c-8866-10490b4b54b8,2025,University of Buckingham,2Z3,10007787,,,,Abbey College Cambridge,136083,Business studies
da6c177d-20a6-42a4-b443-33320f31eeac,2025,University of Buckingham,2Z3,10007787,,,,Abbey College Cambridge,136083,English
44d7d3f3-fd28-472c-b0ce-5dec7a805167,2025,University of Buckingham,2Z3,10007787,,,,Abbey College Cambridge,136083,Mathematics
1a59a5af-86f1-4d22-a341-f9fc91297416,2025,The Cambridge Partnership,C03,10053421,,,,"Abbey College, Ramsey",137377,Chemistry
ada90515-9f0b-483f-9119-f08191ed1d4f,2025,Best Practice Network,6B1,10019464,,,,Abbeyfield Primary Academy,143052,Primary
f868a07b-97fe-457a-9927-eb9f3c8132c6,2025,Sheffield Hallam University,S21,10005790,Silverdale School,139167,school,Abbeyfield Primary Academy,143052,Primary
1ea201ba-329f-4c5e-b12f-bbfa6c0b4a72,2025,Sheffield Hallam University,S21,10005790,,,,Abbeyfield Primary Academy,143052,Primary
04f6ddf1-32de-4a7e-a52e-9749b52ce919,2025,Coventry University,C85,10001726,,,,Abbeyfield School,138858,Geography
ed4fa509-9398-4b00-a7a8-27bd0c2a91a7,2025,Coventry University,C85,10001726,,,,Abbeyfield School,151948,Mathematics
0a002671-1715-4cb3-a234-9c5030b4a35d,2025,Inspiring Leaders - Teacher Training,3A1,10088528,,,,Abbeyfield School,138858,Art and design
eb6e7ae2-5b45-4ed6-810b-882583ed0fea,2025,Northampton Teacher Training Partnership ,N42,10031382,Northampton School for Boys,136299,school,Abbeyfield School,138858,Physical education
340a4a02-17e3-4ac6-b7c8-b2d7bd84471d,2025,Northampton Teacher Training Partnership ,N42,10031382,,,,Abbeyfield School,138858,Chemistry
eff4fcd3-a2a7-41a0-99a2-7646209dd2d9,2025,Northampton Teacher Training Partnership ,N42,10031382,,,,Abbeyfield School,138858,English
58de36c1-7e1d-49fa-98f2-02a84bea34e0,2025,OTT SCITT,24T,10059630,,,,Abbeyfield School,151948,Physical education
609ca1f5-3081-4306-b469-f9e275d440ad,2025,The Grand Union Training Partnership,G60,10058513,Sponne School,136488,school,Abbeyfield School,138858,Design and technology
8a242422-549d-4864-bc5b-1147285b160f,2025,The Grand Union Training Partnership,G60,10058513,Sponne School,136488,school,Abbeyfield School,138858,Physical education
88682828-85b2-4399-a459-281727608e75,2025,University of Warwick,W20,10007163,Wrenn School,139961,school,Abbeyfield School,138858,Biology
43c5c3ff-1904-480b-bca5-4ecaf1bbdf5b,2025,University of Northumbria at Newcastle,N77,10001282,The King Edward VI School,137746,school,Abbeyfields First School,144181,Primary
39272972-ec92-43fd-beee-6858cfdcebb1,2025,Edge Hill University,E42,10007823,,,,Abbey Gate College,111484,Physical education
ccb117a4-9167-4440-938c-55e547c5a04e,2025,Educate Group Initial Teacher Training,E65,10035411,,,,Abbey Grange Church of England Academy,137083,Art and design
21719131-d236-4df8-b092-5e5258c315df,2025,Educate Group Initial Teacher Training,E65,10035411,,,,Abbey Grange Church of England Academy,137083,Music
da67d171-e105-438f-b39e-bc5a2ffe82d1,2025,Gorse SCITT,1N1,10055363,,,,Abbey Grange Church of England Academy,137083,Biology
daebdedb-df3a-471a-9092-dc340fa17218,2025,Gorse SCITT,1N1,10055363,,,,Abbey Grange Church of England Academy,137083,Business studies
7b867777-4beb-43ea-b7b1-27008a9629ec,2025,Gorse SCITT,1N1,10055363,,,,Abbey Grange Church of England Academy,137083,Computing
1cfbce5e-21bb-415f-bdbb-79a7c4bc97a7,2025,Gorse SCITT,1N1,10055363,,,,Abbey Grange Church of England Academy,137083,English
1ace194c-02cd-461e-896d-27a1fb023a27,2025,Gorse SCITT,1N1,10055363,,,,Abbey Grange Church of England Academy,137083,Geography
4d3ae730-9e7a-415e-b520-cddd5f83907d,2025,Gorse SCITT,1N1,10055363,,,,Abbey Grange Church of England Academy,137083,Mathematics
12093090-3566-499c-b88e-f19c55b58f33,2025,Leeds Beckett University,L27,10003861,,,,Abbey Grange Church of England Academy,137083,Mathematics
4f3b11b5-a04d-460c-9e20-79b0471d3fcd,2025,Leeds Beckett University,L27,10003861,,,,Abbey Grange Church of England Academy,137083,Physical education
a5f96396-1e68-439d-9004-4bcd71d180ac,2025,Best Practice Network,6B1,10019464,,,,Abbey Green Nursery School,107188,Early years ITT
ad3d62a5-3a15-4037-b807-39d16c23ce07,2025,United Teaching National SCITT ,1A9,10037395,Paddington Academy,130912,school,Abbey Hey Primary Academy,139404,Primary
052593a1-d626-437b-81d9-79d26209a674,2025,Best Practice Network,6B1,10019464,,,,Abbey Hill Academy & College,149990,Primary
50ecfeed-d7a7-4aa2-bf81-03fc0666178e,2025,Sheffield Hallam University,S21,10005790,,,,Abbey Lane Primary School,151409,Primary
803b169e-0585-4770-98fa-642661698052,2025,Best Practice Network,6B1,10019464,,,,Abbey Mead Primary Academy,147148,Primary
5b0aba3c-9c7f-474e-bd5a-43241b3f2a4b,2025,Leicester & Leicestershire SCITT ,L33,10055113,,,,Abbey Mead Primary Academy,147148,Primary
d0a000ed-e1d1-4234-ac31-58f220d50ab4,2025,Gloucestershire Initial Teacher Education Partnership (GITEP),G48,10034789,Pate's Grammar School,136353,school,Abbeymead Primary School,115601,Primary
d48e9c54-6c98-4745-b860-0b3ea3698c6e,2025,Exchange Teacher Training,1DU,10055739,,,,Abbey Park Academy,140172,Primary
d21c72f5-28fa-4f99-a391-1b1eec0e815d,2025,University of Worcester,W80,10007139,,,,Abbey Park Primary School,116716,Primary
ad755366-aec3-48c5-83ca-0ea158b4ba3a,2025,University of Reading,R12,10007802,Lydiard Park Academy,137264,school,Abbey Park School,145744,English
4482cd74-af66-4d30-9318-c01c0c107fca,2025,University of Reading,R12,10007802,Lydiard Park Academy,137264,school,Abbey Park School,145744,Physical education
4ec704d2-7489-4bcd-baf9-e65a24c044cf,2025,University of Reading,R12,10007802,,,,Abbey Park School,145744,Physics
f39b4699-5178-4bdf-b0be-047903b283fa,2025,Birmingham City University,B25,10007140,,,,Abbey Primary School,104168,Primary
38de1f72-90d3-4300-b10d-b9e9aae3a3e8,2025,Sutton SCITT,1ZW,10058739,,,,Abbey Primary School,146160,Primary
088d0d01-84f3-4de2-816d-7d43f7fc6ac1,2025,Liverpool John Moores University,L51,10003957,St Mary & St Thomas CofE Primary School,142161,school,Abbey School for Exceptional Children,147951,Primary
1e1e1091-6777-461d-9965-eee1ad3cffa6,2025,Chepping View Primary Academy SCITT,24S,10059665,,,,Abbey View Primary Academy,147062,Primary
dbbba760-37aa-45c5-846e-4136c67c6857,2025,Edge Hill University,E42,10007823,,,,Abbey Village Primary School,119307,Primary
bfac288a-5038-4138-b01d-b265d6cb9db0,2025,Cabot Learning Federation SCITT,2AV,10058211,Bradley Stoke Community School,137753,school,Abbeywood Community School,139067,Chemistry
4bdd2ed4-60f1-4335-9c7e-2565aadd9a3b,2025,Cabot Learning Federation SCITT,2AV,10058211,Bradley Stoke Community School,137753,school,Abbeywood Community School,139067,English
b86795b1-0c4d-454f-95a2-45aca01012d3,2025,Cabot Learning Federation SCITT,2AV,10058211,Bradley Stoke Community School,137753,school,Abbeywood Community School,139067,History
ec2d3bfa-df76-4f3e-b089-e9c0b4ade550,2025,Cabot Learning Federation SCITT,2AV,10058211,Bradley Stoke Community School,137753,school,Abbeywood Community School,139067,Mathematics
abf4851e-09af-4996-937c-ce32916a9b8a,2025,Cabot Learning Federation SCITT,2AV,10058211,Bradley Stoke Community School,137753,school,Abbeywood Community School,139067,Music
7e9257db-283e-413f-bf84-58b4f98a9451,2025,Cabot Learning Federation SCITT,2AV,10058211,,,,Abbeywood Community School,139067,Spanish language
133ea0c7-ebae-4034-80bf-525f7a87404e,2025,Birmingham City University,B25,10007140,Holyhead School,137034,school,Abbeywood First School,142541,Primary
512931c3-28d5-437e-abe3-25c875d18009,2025,Best Practice Network,6B1,10019464,,,,Abbeywood School,146571,Biology
17c90ea0-dddd-412f-ae33-425277d47162,2025,The John Taylor SCITT,24V,10057362,,,,Abbot Beyne School,124449,Physical education
dcd328c2-5d83-432a-8fc3-0071b2e518fe,2025,University of Warwick,W20,10007163,,,,Abbots Farm Infant School,125573,Primary
e2d825d8-2821-4777-a32f-bad811d41e93,2025,"Cambridge Training Schools Network, CTSN SCITT",1WO,10055220,,,,Abbots Green Primary Academy,145698,Primary
2f4fb494-62b1-48b0-9da5-ce83d663a129,2025,"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,10090839,Outwood Grange Academy,135961,school,Abbots Green Primary Academy,145698,Primary
5877ecb1-cc39-4ca0-9f5b-bd555ecd81ca,2025,Essex and Thames SCITT,T25,10034267,,,,Abbots Hall Primary School,139605,Primary
47b095d0-4830-4a21-bc41-de0b66b54d3c,2025,University of Derby,D39,10007851,,,,Abbotsholme School,113003,Primary
6d473356-c950-4cf8-848b-1f8d7b16f364,2025,Ted Wragg Teacher Training Partnership,S66,10060466,,,,Abbotskerswell Primary School,113183,Primary
3fdedb7f-3dfa-4df5-91d4-8aec6bae80e2,2025,Edge Hill University,E42,10007823,,,,Abbot's Lea School,104736,Primary
dea98fba-df5d-4066-94de-42e83176fac8,2025,Liverpool John Moores University,L51,10003957,St Mary & St Thomas CofE Primary School,142161,school,Abbot's Lea School,104736,Primary
b3e946cd-b12c-48f0-a934-08116b5d839a,2025,Primary Catholic Partnership SCITT,P85,10045987,Holy Family Catholic Primary School - Part of the Learning Federation Partnership of Schools,116397,school,Abbotswood Junior School,116482,Primary
5074ed80-dc29-4593-8559-e55e0d528b80,2025,St Mary's University,S64,10007843,,,,Abermorddu C.P. School,400361,Primary
69ae4781-2896-40e2-b154-908c0494075c,2025,York St John University,Y75,10007713,,,,Abingdon Primary School,131519,Primary
68ee8e28-d58e-42f2-972b-2328a1a40645,2025,Ashton on Mersey School SCITT,24L,10055366,,,,Abraham Moss Community School,150009,Chemistry
846982ce-a6a4-4795-8cd3-e11db503963e,2025,Edge Hill University,E42,10007823,,,,Academy@Worden,139290,Geography
30c21365-b3c2-4ff3-831c-1f6c93967b6e,2025,Edge Hill University,E42,10007823,,,,Academy@Worden,139290,Physics
349b10d7-2c1b-42b0-8a4e-9fb12589fdfb,2025,Teach First,1TF,10024318,,,,Academy@Worden,139290,Mathematics
2a673930-e667-4a34-815e-1806bfb9ba28,2025,University of Warwick,W20,10007163,University of Cumbria,10007842,hei,Academy@Worden,139290,English
57e72b8c-5e81-4505-b5ad-48c6816e29f2,2025,Edge Hill University,E42,10007823,,,,Accrington Academy,135649,Physical education
7fda6d5e-d55f-406d-b7bd-2198b925122d,2025,United Teaching National SCITT ,1A9,10037395,Paddington Academy,130912,school,Accrington Academy,135649,Chemistry
45f169ce-b258-4a95-b263-803574e7b626,2025,United Teaching National SCITT ,1A9,10037395,Paddington Academy,130912,school,Accrington Academy,135649,English
b970b365-c7c2-48f6-8af9-e92d59d86f07,2025,United Teaching National SCITT ,1A9,10037395,Paddington Academy,130912,school,Accrington Academy,135649,Geography
7cdd0c10-9738-42fe-bea6-5b4c7affea9d,2025,United Teaching National SCITT ,1A9,10037395,Paddington Academy,130912,school,Accrington Academy,135649,Mathematics
3adabe54-372d-4715-853e-597924182a57,2025,Best Practice Network,6B1,10019464,,,,Accrington Huncoat Primary School,148919,Primary
da634db4-bb9d-4351-af06-64e56768d8a3,2025,Embrace SCITT,4E5,10060518,,,,Accrington Peel Park Primary School,119184,Primary
cb8290fe-ad4b-4d6c-a7f4-c4d2a8b77ca2,2025,Edge Hill University,E42,10007823,,,,Accrington St Christopher's Church of England High School,137421,English
666f6ba7-c02d-4ec8-bb4f-2e83bcb24393,2025,Edge Hill University,E42,10007823,,,,Accrington St Christopher's Church of England High School,137421,History
92a15ff9-86bc-433f-a5bc-703e4eccf73a,2025,Edge Hill University,E42,10007823,,,,Accrington St Christopher's Church of England High School,137421,Mathematics
b4cfdd09-167b-4c34-959e-4e58fef88955,2025,Edge Hill University,E42,10007823,,,,Accrington St Christopher's Church of England High School,137421,Physical education
d28f6ba0-4f89-40f4-8eec-7d8e3a16cac5,2025,Edge Hill University,E42,10007823,,,,Accrington St Christopher's Church of England High School,137421,Physics
8a628e39-5e9b-4987-8c12-e02ce6cf0c28,2025,The University Of Manchester,M20,10007798,,,,Accrington St Christopher's Church of England High School,137421,Spanish language
539667bd-9d59-4876-9449-d1c9d70de045,2025,University of Warwick,W20,10007163,University of Cumbria,10007842,hei,Accrington St Christopher's Church of England High School,137421,Physics
15b14a31-a0c1-4501-a0de-a354f7f1d485,2025,Plymouth Marjon University,P63,10037449,,,,ACE Schools Plymouth,142835,Art and design
ed5e5689-7171-4e81-9b75-85b3ee5220bd,2025,Plymouth Marjon University,P63,10037449,,,,ACE Schools Plymouth,142835,English
637de15c-4ba6-44eb-8db4-d9ef935beccf,2025,Durham SCITT,D87,10067657,Acklam Grange School,145774,school,Acklam Grange School,145774,English
36c181ff-8835-4a84-a355-c5186b32b701,2025,Durham SCITT,D87,10067657,Acklam Grange School,145774,school,Acklam Grange School,145774,Religious education
e2cbad6a-ea1a-4a3a-b1e0-181c3dfdc543,2025,Durham SCITT,D87,10067657,,,,Acklam Grange School,145774,Design and technology
47799eaa-53b1-4624-bab5-dbf2bf811272,2025,Newcastle University,N21,10007799,University of Durham,10007143,hei,Acklam Whin Primary School,111586,Primary
6d278641-e7c7-459c-8547-5d18339dacb7,2025,York St John University,Y75,10007713,,,,Acklam Whin Primary School,111586,Primary
ddcc9063-dc78-4670-8fa2-e7cc812420d2,2025,Leeds Beckett University,L27,10003861,,,,Ackton Pastures Primary Academy,144331,Primary
f0472d04-9856-4ecb-bd8f-cd952b042d43,2025,Leeds Beckett University,L27,10003861,,,,Ackworth School,108300,Physical education
b65b7230-3981-4597-9731-ddcba28bd990,2025,Teach First,1TF,10024318,,,,Acland Burghley School,100053,Biology
e31016fe-aedb-4da8-b3b2-8b0c34fe9540,2025,Teach First,1TF,10024318,,,,Acland Burghley School,100053,Mathematics
855cb140-4606-4217-a409-da332e82aa02,2025,University College London,U80,10007784,,,,Acland Burghley School,100053,English
c73aaf7f-9647-48dc-9613-a05098f6c712,2025,University College London,U80,10007784,,,,Acland Burghley School,100053,History
70bff921-0968-4e28-9472-cdc466bded1f,2025,University College London,U80,10007784,,,,Acland Burghley School,100053,Other subjects
880e9bca-b8a3-446d-add0-cb589aaf770c,2025,University College London,U80,10007784,,,,Acland Burghley School,100053,Religious education
d468b90a-8a88-47e4-85cb-cb4ef827add7,2025,University of Worcester,W80,10007139,The University Of East Anglia,10007789,hei,Acle Academy,138758,English
283dc248-29d8-4afc-827d-226bba985fec,2025,University of Worcester,W80,10007139,The University Of East Anglia,10007789,hei,Acle Academy,138758,Geography
1aaaf06b-defc-41de-801d-865766545068,2025,University of Worcester,W80,10007139,The University Of East Anglia,10007789,hei,Acle Academy,138758,Mathematics
8903c818-c456-49a1-b2c3-3df7eb867a9e,2025,University of Worcester,W80,10007139,The University Of East Anglia,10007789,hei,Acle Academy,138758,Physics
5dbb2c04-5e87-420a-97bd-dd263ba1f13e,2025,Birmingham City University,B25,10007140,,,,Acocks Green Primary School,139443,Primary
a1872029-f667-472e-89d3-3906f412457c,2025,South Birmingham SCITT,N32,10058342,,,,Acocks Green Primary School,139443,Primary
7222ec37-8916-40bb-9058-1ab775947c54,2025,University of Worcester,W80,10007139,,,,Acocks Green Primary School,139443,Primary
1602e2e2-8d74-4f7b-8faf-b27e5b217718,2025,University of Buckingham,2Z3,10007787,,,,Acorn Park School,135066,Primary
2286431c-3080-404d-a68a-17838157871f,2025,Bright Futures SCITT,G65,10046414,Poulton-le-Fylde the Breck Primary School,119301,school,Acorns Primary School,135347,Primary
a970d67d-2658-4071-b3ce-ac6862398ddb,2025,Edge Hill University,E42,10007823,,,,Acorns Primary School,135347,Primary
a9a3e6e2-5db3-4d1a-9256-95f5366a8554,2025,Bright Futures SCITT,G65,10046414,,,,Acre Hall Primary School,138977,Primary
55496e6c-b7dc-4776-a5c7-2d21d2860172,2025,"NIoT: National Institute of Teaching, founded by the School-Led Development Trust",2N2,10090839,Outwood Grange Academy,135961,school,Acre Rigg Academy,138554,Primary
fc10d8b2-ab4c-4a44-889a-6f869205af26,2025,University of Northumbria at Newcastle,N77,10001282,,,,Acre Rigg Academy,138554,Primary
a184177c-ee06-4bc3-b917-23e980c62c56,2025,Associated Merseyside Partnership SCITT ,25F,10055360,,,,Acresfield Academy,147489,Biology
931c73b6-9362-4699-86db-44ab706e5134,2025,St Mary's University,S64,10007843,,,,Acresfield Academy,147489,Primary
669d69d0-b580-4499-8652-3b67eb5e0f92,2025,Teach West London Teaching School Hub,1KV,10035500,,,,Ada Lovelace Church of England High School,145724,Art and design
8643a2c5-2de4-4208-9da3-47984adc7e12,2025,Teach West London Teaching School Hub,1KV,10035500,,,,Ada Lovelace Church of England High School,145724,Chemistry
1fef7ab3-7046-4eda-a2d6-72ec828249d6,2025,Teach West London Teaching School Hub,1KV,10035500,,,,Ada Lovelace Church of England High School,145724,History
a7250458-ff36-4fba-9906-e0c5033cbc34,2025,Teach West London Teaching School Hub,1KV,10035500,,,,Ada Lovelace Church of England High School,145724,Mathematics
655b4298-4852-460c-9d6f-e34c8e9723d1,2025,Teach West London Teaching School Hub,1KV,10035500,,,,Ada Lovelace Church of England High School,145724,Physical education
129d1683-0035-410c-9bc8-54e4cc0b18b3,2025,University of Buckingham,2Z3,10007787,,,,Ada National College for Digital Skills,143540,Other subjects
46c15e83-8d67-48d6-b550-cc5fabe1ff88,2025,Best Practice Network,6B1,10019464,,,,Ad Astra Infant School,141755,Primary
4a44ca42-da58-4e43-9867-355fe91e1665,2025,Poole SCITT,P75,10057353,Poole SCITT,10057353,scitt,Ad Astra Infant School,141755,Primary
0e31fac8-895a-4008-b902-5c3f55f3ca15,2025,University of Northumbria at Newcastle,N77,10001282,The Sele First School,122242,school,Adderlane Academy,143543,Primary
4399807f-957a-4d32-9fdd-2d7404744b42,2025,Best Practice Network,6B1,10019464,,,,Adderley CofE Primary School,123457,
41e2d1cd-a2d6-4a3b-a4ca-58e2cce32551,2025,University of Buckingham,2Z3,10007787,,,,Addey and Stanhope School,100748,English
debf86fc-6dae-4240-baac-d0f2d82f1076,2025,University of Buckingham,2Z3,10007787,,,,Addey and Stanhope School,100748,History
a0cae96a-d89c-4ddd-a27c-a96f0d18e58c,2025,University of Reading,R12,10007802,The Piggott School,136891,school,Addington School,151046,Primary
ca96a162-3f10-4392-a77f-17199d8b22a7,2025,University of Reading,R12,10007802,,,,Addington School,151046,Primary
f4b5bc2a-d2de-4a14-857d-9e0fa7dfb639,2025,St Mary's University,S64,10007843,,,,Addison Primary School,100321,Primary
ab4683b0-a2fa-49e0-b288-5564881560d9,2025,Best Practice Network,6B1,10019464,,,,Adelaide School,140457,Computing
1ff5c436-4c94-40df-8fcb-1d6057c40242,2025,Best Practice Network,6B1,10019464,,,,Adelaide School,140457,Geography
76dc3976-f79f-4452-ad29-c67a3d7f5dc8,2025,Edge Hill University,E42,10007823,,,,Adelaide School,140457,Physics
f737c561-c55e-4dac-812b-b10aa5cd65bd,2025,The University Of Manchester,M20,10007798,The Fallibroome Academy,136278,school,Adlington Primary School,143154,Primary
599d4a8c-09ab-4f7e-b382-cb86f2d5c841,2025,Edge Hill University,E42,10007823,,,,Adlington St Paul's Church of England Primary School,146755,Primary
07d7b55e-4420-45de-a5a6-9448b884ad93,2025,Kingsbridge EIP SCITT,1S2,10054033,Platt Bridge Community School,139300,school,Adlington St Paul's Church of England Primary School,146755,Primary
a7654234-5d0f-40a3-b9a1-0c5fcf097a38,2025,Inspiring Future Teachers,3Y3,10058640,Thornden School,136715,school,Admiral Lord Nelson School,140697,Computing
52009178-d3c6-4a39-93ae-2521b7cd30b1,2025,Teach First,1TF,10024318,,,,Admiral Lord Nelson School,140697,English
184e1bbc-8626-412e-8dc0-c2f84564ff5f,2025,The University of Portsmouth,P80,10007155,,,,Admiral Lord Nelson School,140697,Biology
11cafaa3-4624-4e64-b37f-f8f8ba56fde3,2025,The University of Portsmouth,P80,10007155,,,,Admiral Lord Nelson School,140697,English
61fa33e4-3387-4b8d-a16f-7564e2b1b03d,2025,The University of Portsmouth,P80,10007155,,,,Admiral Lord Nelson School,140697,French language
85e1e062-3d06-4bc4-9f66-62de7ccb4ae1,2025,The University of Portsmouth,P80,10007155,,,,Admiral Lord Nelson School,140697,German language
5d718c4d-48e1-42f2-afcd-0638fa5bc3dc,2025,The University of Portsmouth,P80,10007155,,,,Admiral Lord Nelson School,140697,Physics
e66c0feb-fdeb-48f2-9fff-9738ea112372,2025,University of Chichester,C58,10007137,,,,Admiral Lord Nelson School,140697,History
5fca2bb2-d0c8-48a3-9a78-3057096bfa9a,2025,University of Southampton,S27,10007158,,,,Admiral Lord Nelson School,140697,Design and technology
c4cedee1-c0d8-4bcf-a5b5-fb628441791c,2025,Bath Spa University,B20,10000571,The University Of Bolton,10006841,hei,Afifah School,134469,Mathematics
2d48a3c4-ee74-4f4a-baa1-1e74af85bca9,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,Biology
b6e20902-eaa5-41ec-980d-aa963c556fb5,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,Business studies
6701fbf1-07de-4fbb-a791-25a20de90689,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,English
3b6c04bd-e03a-4c05-8367-62e3385925ba,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,History
55351161-3c1a-48ad-a5b4-28b8a65dc226,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,Mathematics
06dd8086-00d9-4a24-9be1-c2cb38c2be5a,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,Modern languages
b28a7c85-8401-4fb2-9c59-c3c9d9989631,2025,Teach First,1TF,10024318,,,,AIM Academy North London,147536,Music
d8ebcc4e-e684-4964-a4d6-f0f7ba0d90a7,2025,St Mary's University,S64,10007843,,,,Ainderby Steeple Church of England Primary School,144165,Primary
7dd8d649-3ba0-4ff4-a92b-a59c655b9bff,2025,SCITT in East London Schools (SCITTELS),S17,10046003,,,,Ainslie Wood Primary School,130343,Primary
70e292a9-fcb6-4fb3-9e43-107a08187887,2025,Leeds Beckett University,L27,10003861,,,,Airedale Infant Academy,141522,Primary
0b4f3116-a78b-478a-b9fe-2acbc4c077c1,2025,Coventry University,C85,10001726,,,,Al-Ameen Primary School,130244,Primary
e04c1bdc-5abf-4e26-8e6f-a12795c59886,2025,Edge Hill University,E42,10007823,,,,Albany Academy,138544,Biology
9a5f66d5-4ac4-4b3c-ac54-9019cb73cfd1,2025,Edge Hill University,E42,10007823,,,,Albany Academy,138544,Computing
696c942f-0e92-4221-9e21-badcd59fbf3f,2025,Edge Hill University,E42,10007823,,,,Albany Academy,138544,English
e8d971c8-f88b-4e11-8f4a-54a4106721f4,2025,Edge Hill University,E42,10007823,,,,Albany Academy,138544,Geography
d54fde33-6491-4aa8-b5e1-4caabe6ecf30,2025,Edge Hill University,E42,10007823,,,,Albany Academy,138544,Physical education
be44fd3c-a8e8-45ea-b272-5efdc93d72eb,2025,Edge Hill University,E42,10007823,,,,Albany Academy,138544,Physics
fa6083f3-a53f-4d53-9ffb-d0a0494c97f5,2025,University of Buckingham,2Z3,10007787,,,,Albany Academy,138544,Design and technology
819a4ac1-1af6-45b2-8b1d-e3df012689a5,2025,Ambition Teacher Training,2A2,10095073,Barlestone Church of England Primary School,140850,school,Albert Village Primary School,143608,Primary
b5fee8cb-8a93-4830-b1ec-2f3c679eb0e0,2025,Best Practice Network,6B1,10019464,,,,Albrighton Primary School & Nursery,123410,Primary
63ed1946-4c22-4a59-bb5a-9a548ecb251d,2025,Birmingham City University,B25,10007140,,,,Alcester Academy,137172,Art and design
5fe96cfa-cd6f-4faf-902b-b1fa346404ee,2025,University of Worcester,W80,10007139,,,,Alcester Academy,137172,Physics
