id,start_academic_year,provider_name,provider_code,provider_ukprn,partner_name,partner_reference,partner_type,school_name,school_urn,subject_name
9e31fb11-e17a-4f77-a2e8-32032783b46c,2018,University of Worcester,W80,10007139,,,,Abberley Parochial VC Primary School,116780,Primary
00d9f2a5-cc4d-4cfb-9010-bf4ee8187769,2018,Sheffield Hallam University,S21,10005790,,,,Abbeyfield Primary Academy,143052,Primary
e7180bae-9240-4996-9cb1-78a45533eacf,2018,University of Cumbria,C99,10007842,,,,Abbey Village Primary School,119307,Primary
901fa831-f505-4f4a-a6f6-071f8a35b4b6,2018,The Manchester Metropolitan University,M40,10004180,,,,Abbott Community Primary School,105387,Primary
e7697890-8cc9-4664-93b4-39d7d7f7177b,2018,University of Derby,D39,10007851,,,,Akaal Primary School,142109,Primary
95980abd-72a2-48a1-a023-e6b1dccfc081,2018,Canterbury Christ Church University,C10,10001143,,,,Alexander McLeod Primary School,131841,Primary
1cb82ac8-9e01-4dbd-b889-67393ab30564,2018,Leeds Beckett University,L27,10003861,,,,All Hallows' CofE (VA) Primary School,107727,Primary
cdde9564-dd87-43cf-99fc-d6880851d3ee,2018,Birmingham City University,B25,10007140,,,,Alvaston Infant and Nursery School,112744,Primary
9e86eacd-c64a-4d7e-9bd2-69562e2cb389,2018,University of Derby,D39,10007851,,,,Alvaston Infant and Nursery School,112744,Primary
7f40fe50-23db-4967-849b-d4bdd14a8d4b,2018,Canterbury Christ Church University,C10,10001143,,,,Amherst School,136499,Primary
725c79bc-b9ca-417b-b26b-a95349034695,2018,University of Derby,D39,10007851,,,,Arboretum Primary School,146715,Primary
e83b72a7-1681-44d4-a9e0-5b02ad0350f7,2018,University Of Plymouth,P60,10007801,,,,Archbishop Benson CofE Primary School,137258,Primary
d7cef984-bf83-46cc-91e9-17bedcc19b05,2018,Nottingham Trent University,N91,10004797,,,,Archbishop Cranmer Church of England Academy,140574,Primary
3cad8671-241e-45ff-ada9-23cbce6e2851,2018,Nottingham Trent University,N91,10004797,,,,Asfordby Hill Primary School,139340,Primary
2cafc981-4c42-4895-b235-f4fe6c13cabb,2018,Nottingham Trent University,N91,10004797,,,,Awsworth Primary and Nursery School,145786,Primary
217e984b-04d2-489e-a917-7202694ab540,2018,University of Northumbria at Newcastle,N77,10001282,,,,Balliol Primary School,108603,Primary
f17db11c-2b02-47c5-9b75-63426a5fde9e,2018,University of Sussex,S90,10007806,,,,Bandon Hill Primary School,102958,Primary
ac210df9-a5aa-4e0b-8328-02e8faa2d6d3,2018,Canterbury Christ Church University,C10,10001143,,,,Bannockburn Primary School,100113,Primary
22048236-adb1-41aa-927b-8b2f1fb81374,2018,Canterbury Christ Church University,C10,10001143,,,,Bardfield Academy,143203,Primary
4272d9c4-e53d-44b9-9eea-0cc7e0878bd1,2018,University of Chester,C55,10007848,Willaston CofE Primary School,111245,school,Barnton Community Nursery and Primary School,144058,Primary
42476b61-2156-4dfd-9284-6937581ecb3a,2018,"Goldsmiths, University of London",G56,10002718,,,,Barnwell School,117518,Biology
23c3e59c-c22d-4581-87aa-9aaee994b8aa,2018,Canterbury Christ Church University,C10,10001143,,,,Beaver Green Primary School,141871,Primary
533894e9-046b-4178-95f1-d06f24da8bdf,2018,Canterbury Christ Church University,C10,10001143,,,,Beck Primary School,142542,Primary
dce92d88-efe0-4987-93e2-fb809fef5fc3,2018,Canterbury Christ Church University,C10,10001143,,,,Benenden Church of England Primary School,118597,Primary
88319577-d1c8-4daa-b3b0-d0081a4b9e97,2018,University of Chichester,C58,10007137,,,,"Bersted Green Primary School, Bognor Regis",125873,Primary
34728c76-95f2-4bbe-bd33-fae55f5a5b2e,2018,The University of Brighton,B72,10000886,,,,Bexhill High Academy,138895,Physical education
05d2c93a-4341-4b03-87e9-2fee2ba01d87,2018,Birmingham City University,B25,10007140,,,,Birchfield Primary School,146075,Primary
51a01064-6d57-4057-8b45-0193ce72487c,2018,Canterbury Christ Church University,C10,10001143,,,,Birchington Church of England Primary School,118693,Primary
4e4fa534-f7c1-4e2d-bfe6-620a8e9c0244,2018,University of Sussex,S90,10007806,,,,"Bishop Luffa School, Chichester",140472,Music
d82e7e74-a432-4099-91bb-26d9cd50e4fa,2018,"University of the West of England, Bristol",B80,10007164,,,,Blackhorse Primary School,109121,Primary
8878705c-47a5-426b-8ace-229b2623f41c,2018,Edge Hill University,E42,10007823,,,,Blackrod Anglican/Methodist Primary School,105211,Primary
f826a506-4bb9-4fcc-8c75-999e8da85319,2018,University of Northumbria at Newcastle,N77,10001282,,,,Blessed John Duckett Roman Catholic Voluntary Aided Primary,114283,Primary
d335a08f-fff6-4a81-91cf-895a5fc0fb73,2018,Nottingham Trent University,N91,10004797,,,,Blessed Robert Widmerpool Catholic Primary and Nursery School,137425,Primary
580661ad-c4a6-4229-9cde-4131d6a1314f,2018,Edge Hill University,E42,10007823,,,,Bolshaw Primary School,106029,Primary
e1f1ab22-3b7f-468d-a9dd-e9518b85cf2d,2018,Birmingham City University,B25,10007140,,,,Bordesley Green Primary School,103172,Primary
19339213-a607-40d9-abe6-013a62dbb025,2018,University of Chichester,C58,10007137,,,,Bosmere Junior School,115919,Primary
40b009df-ef56-4cd1-9987-b80c9838e0aa,2018,Canterbury Christ Church University,C10,10001143,,,,Boughton-under-Blean and Dunkirk Primary School,118705,Primary
dbfcc9ef-f41c-42e7-82b5-9c0d4980a989,2018,Nottingham Trent University,N91,10004797,,,,Bramley Vale Primary & Nursery School,112503,Primary
6f910223-95f9-4586-9685-fe689d2e95a4,2018,The Manchester Metropolitan University,M40,10004180,,,,Breadsall Hill Top Primary School,144624,Mathematics
c0698061-79d5-4b9f-8959-4da796708301,2018,Edge Hill University,E42,10007823,,,,Bridgemere CofE Primary School,111343,Primary
40ee2bb7-e07e-4d43-865e-75f5cba55b23,2018,The University of Brighton,B72,10000886,,,,Brighton Girls GDST,114658,Physical education
e007f403-ab2b-4bbb-b62e-9e30264dbf46,2018,Nottingham Trent University,N91,10004797,,,,Brinsley Primary and Nursery School,122566,Primary
b81502a1-ec74-4a33-b649-0b95978b38b7,2018,Sheffield Hallam University,S21,10005790,,,,Brinsworth Manor Infant School,106864,Primary
c99820ac-73c2-4a24-ad9a-42c7ec8f4ed4,2018,The Manchester Metropolitan University,M40,10004180,,,,Broadfield Community Primary School,134220,Primary
a9e519c4-c1a0-4301-8fc2-1607374c847d,2018,Canterbury Christ Church University,C10,10001143,,,,Broadford Primary School,102317,Primary
6593192e-375e-4343-9399-4e5fa247a96b,2018,Edge Hill University,E42,10007823,,,,Broad Square Community Primary School,133335,Primary
05e0fbf7-b8e4-469a-80f5-5eff04d39a29,2018,Canterbury Christ Church University,C10,10001143,,,,Brook Community Primary School,118373,Primary
dc7990d2-7c8e-46f6-af68-674eba4f7f08,2018,Canterbury Christ Church University,C10,10001143,,,,Brookland Church of England Primary School,118664,Primary
df14c130-7280-468d-a5be-536b35b2b2cb,2018,Nottingham Trent University,N91,10004797,,,,Brookside Primary School,146491,Primary
7017596f-b158-406a-aaa0-e9616e3160bc,2018,Nottingham Trent University,N91,10004797,,,,Broomhill Junior School,122585,Primary
bea20d3b-118a-4923-9ccd-1f6eb5ccea89,2018,The University of Brighton,B72,10000886,,,,Buckingham Park Primary School,134791,Primary
f39f0a88-1c34-496d-815e-8e6d0758de57,2018,Nottingham Trent University,N91,10004797,,,,Bunny CofE Primary School,122751,Primary
186b3406-9366-4e86-843a-c5dd9381ee58,2018,Nottingham Trent University,N91,10004797,,,,Burford Primary and Nursery School,143060,Primary
15551ce0-bb84-425e-8a14-e9813f980b88,2018,Nottingham Trent University,N91,10004797,,,,Burntstump Seely CofE Primary Academy,143297,Primary
2d76351a-3d71-4830-a60f-5c0388218fec,2018,University of Greenwich,G70,10007146,,,,"Canary Wharf College, East Ferry",137016,Primary
d3887f16-4ca2-4186-9141-5eb101ca20c5,2018,Roehampton University,R48,10007776,,,,Cannon Lane Primary School,102204,Primary
21f01436-7224-4e84-a780-154cd20525e4,2018,Nottingham Trent University,N91,10004797,,,,Carlton Digby School,122953,Primary
39238436-2805-4841-87d1-c70051918986,2018,The University of Northampton,N38,10007138,,,,Caroline Chisholm School,137089,Primary
797cd6ca-9d7a-45bc-86e7-7d1a59494461,2018,Leeds Trinity University,L24,10003863,,,,Carr Manor Community School,108059,Primary
18782eee-58ce-4899-9711-6b2018fa47da,2018,University of Chester,C55,10007848,,,,Castle View Primary School,111116,Primary
7a337abf-9947-4b10-a943-adec09e35eaa,2018,University of Northumbria at Newcastle,N77,10001282,,,,Central Walker Church of England Primary School,144270,Primary
f5a85b9c-94c0-4213-8607-f94674987b8a,2018,Canterbury Christ Church University,C10,10001143,,,,Chadwell St Mary Primary School,143149,Primary
42a8f973-4071-47d5-991a-c07cb4c51451,2018,Leeds Trinity University,L24,10003863,,,,Chapel Allerton Primary School,107903,Primary
dd5d0cb4-8692-4e77-8712-cc68ef5c2c91,2018,Oxford Brookes University,O66,10004930,,,,Charlton-on-Otmoor Church of England Primary School,123100,Primary
1de46467-21ce-40a5-bbd3-4afe877151d6,2018,Kingston University,K84,10003678,,,,Charville Academy,139609,Primary
b5f92f7b-e3f2-48e7-b9b3-7568d286d1a7,2018,Sheffield Hallam University,S21,10005790,,,,Chaucer School,138414,Mathematics
c06ab622-778e-4649-9c79-ef238579fcf4,2018,"University of the West of England, Bristol",B80,10007164,,,,Chepstow School,401862,Modern languages
29542373-bc9e-4e43-8295-99160b790db1,2018,University of Sunderland,S84,10007159,,,,Chester-Le-Street CofE (Controlled) Primary School,114213,Primary
9cb2011f-8989-41df-add1-ab423a689c49,2018,The Manchester Metropolitan University,M40,10004180,,,,Chorlton Park Primary,142343,Primary
94516d45-d613-4818-b945-f4f546ea73ba,2018,Birmingham City University,B25,10007140,,,,Church Broughton CofE Primary School,112871,Primary
a2a1b52d-29bb-47ca-9852-1b1453963a94,2018,Canterbury Christ Church University,C10,10001143,,,,Cliftonville Primary School,140012,Primary
8114a743-d917-443a-9ce2-3b11dfd16a60,2018,Birmingham City University,B25,10007140,,,,Coleshill Heath School,104070,Primary
c6a71d21-b355-4504-99ed-5568c723442b,2018,Nottingham Trent University,N91,10004797,,,,Coppice Farm Primary School,122516,Primary
7be8a61d-ac43-4dd4-90b2-b24ff7a23914,2018,University of Wolverhampton,W75,10007166,,,,Coppice Performing Arts School,145114,Geography
d2f26362-68f8-4bba-b0e9-a94f87d6c768,2018,University of Cumbria,C99,10007842,,,,Coppull Parish Church of England Primary School,119470,Primary
0a3c7ad0-537a-47dc-b33e-15f19c579560,2018,The University of Brighton,B72,10000886,,,,Copthorne CofE Junior School,126013,Primary
ab2638d4-bcef-4b7e-aad7-7343ba675743,2018,Kingston University,K84,10003678,,,,Cordwalles Junior School,140349,Primary
faaa021e-f9e7-4383-b2d5-34f621a445e1,2018,The Manchester Metropolitan University,M40,10004180,,,,Corrie Primary School,106214,Mathematics
619b4d77-a668-4553-8f46-790de691edb8,2018,Nottingham Trent University,N91,10004797,,,,Cotgrave Candleby Lane School,138353,Primary
1a6200c3-e03b-49c0-9442-09ae3bbb952d,2018,Nottingham Trent University,N91,10004797,,,,Cotmanhay Junior School,112569,Primary
e841d267-3eff-48c2-8ee1-304367fdd384,2018,University of Wolverhampton,W75,10007166,,,,County Bridge Primary School,104189,Geography
8252facb-c81a-4931-a15a-a311cc5c811c,2018,Canterbury Christ Church University,C10,10001143,,,,Coxheath Primary School,146114,Primary
631bf27c-882e-4bd2-816c-d37c12678eb6,2018,Nottingham Trent University,N91,10004797,,,,Crabtree Farm Primary School,122476,Primary
8aab8d70-1180-4abb-a6c5-1bddc90e8b8a,2018,Roehampton University,R48,10007776,,,,Cranmer Primary School,102653,Primary
146c2752-56ee-492b-9f7c-9c602c0cc0fd,2018,University of Hull,H72,10007149,,,,Croxby Primary School,145177,Primary
87226d54-7b71-43a5-a22b-7b99ca59456f,2018,Canterbury Christ Church University,C10,10001143,,,,Deneholm Primary School,141897,Primary
c30aa98b-a031-4114-b986-30997549d0ed,2018,Canterbury Christ Church University,C10,10001143,,,,Downham Church of England Voluntary Controlled Primary School,115119,Primary
2c06dac4-27fa-459c-a3df-3f8b03deea5d,2018,Canterbury Christ Church University,C10,10001143,,,,Downs View Infant School,118523,Primary
970c813b-0f95-4acf-bde2-00ee11313a9e,2018,Canterbury Christ Church University,C10,10001143,,,,Drapers Mills Primary Academy,139021,Primary
cb01b9a7-e797-4bdb-9c65-c2d5962757a6,2018,York St John University,Y75,10007713,,,,Driffield Church of England Voluntary Controlled Infant School,117974,Primary
d904d565-ab49-46c9-84fb-f72e0948f75f,2018,Birmingham City University,B25,10007140,,,,E-ACT Heartlands Academy,135907,Primary
53ab1314-c264-4d3d-8687-6020293eafa8,2018,University of East London,E28,10007144,,,,Eastbrook School,101243,Computing
3829b221-c3c9-4723-8b75-6092f9693b45,2018,Canterbury Christ Church University,C10,10001143,,,,Eastchurch Church of England Primary School,148118,Primary
6e214e9e-28b6-40df-a7fc-74f65a24f4a1,2018,Canterbury Christ Church University,C10,10001143,,,,East Peckham Primary School,118290,Primary
9f9dac00-fcdd-4f8b-8ad8-c379f56aa5ed,2018,Edge Hill University,E42,10007823,,,,Eccleston Mere Primary School,104783,Primary
90392eac-8f73-481d-a0d2-dc30282b6c03,2018,Sheffield Hallam University,S21,10005790,,,,Eckington Junior School,144293,Primary
153ea394-5cc9-4cf0-a36e-480c6b8b7b6a,2018,University of Chichester,C58,10007137,,,,"English Martyrs Catholic Primary School, Worthing",126051,Primary
281e702d-a962-4239-822f-2593658719af,2018,Edge Hill University,E42,10007823,,,,Essa Primary Academy,140973,Primary
8dbafc58-2f23-4edb-9892-faf184b85f46,2018,University of Derby,D39,10007851,,,,Etwall Primary School,112549,Primary
226a7785-a760-4cf5-8eea-e72b3621bfac,2018,Birmingham City University,B25,10007140,,,,Evergreen School,125805,Primary
b6fc429e-fea7-4dc7-ad13-220ac9e4e630,2018,Canterbury Christ Church University,C10,10001143,,,,Eythorne Elvington Community Primary School,118399,Primary
04f3206d-7079-41e6-af92-93faee32edc9,2018,University of Hertfordshire,H36,10007147,,,,Fairfield Park Lower School,135021,Primary
a575b585-addc-45be-8632-6b68a51ae820,2018,The University of Brighton,B72,10000886,,,,Fairlight Primary School,114487,Primary
6deafc08-5812-4510-a816-2d6cd6f220d7,2018,University of Derby,D39,10007851,,,,Findern Primary School,112551,Primary
47abeb1d-0782-419c-ab5f-9015d29e7999,2018,University of Derby,D39,10007851,,,,Firfield Primary School,112516,Primary
6a2663ef-ba70-42a7-8e19-0ffb7195e4d8,2018,Liverpool Hope University,L46,10003956,,,,Forefield Community Infant and Nursery School,104872,Primary
