id,start_academic_year,provider_name,provider_code,provider_ukprn,partner_name,partner_reference,partner_type,school_name,school_urn,subject_name
f153b402-798a-4fa6-9f89-916331816d91,2020,Birmingham City University,B25,10007140,,,,Abbey Catholic Primary School,147669,Primary
655c8885-2464-49b2-8484-2c6eef607211,2020,Newman University,N36,10007832,,,,Abbey Catholic Primary School,147669,Primary
5a2626c3-f90f-46ac-bb4f-042c8b4f5b7f,2020,Nottingham Trent University,N91,10004797,,,,Abbey Catholic Primary School,147669,Primary
5b370718-b61a-4b29-b974-4284d5fff443,2020,Canterbury Christ Church University,C10,10001143,,,,Abbey Court Foundation Special School,119052,Primary
8a3e0901-73ba-4532-9f5d-94f61adb174c,2020,Sheffield Hallam University,S21,10005790,,,,Abbeyfield Primary Academy,143052,Primary
b54e7435-86d5-4697-9aae-d6c8890de6b0,2020,The Manchester Metropolitan University,M40,10004180,,,,Abbeyfield Primary Academy,143052,Primary
80f65126-8cf3-4653-8e39-3e4cb1eb4eeb,2020,The Manchester Metropolitan University,M40,10004180,,,,Abbey Hey Primary Academy,139404,Primary
454a739a-3c4f-4367-a0ef-fe73a0191087,2020,Nottingham Trent University,N91,10004797,,,,Abbey Hill Primary & Nursery,136006,Primary
05fb080b-5764-4e4a-ae97-5ee361779909,2020,Nottingham Trent University,N91,10004797,,,,Abbey Hill Primary & Nursery,150098,Primary
6a77df8e-db9e-482d-887c-50c5a1df9774,2020,Sheffield Hallam University,S21,10005790,,,,Abbey Hill Primary & Nursery,136006,Primary
0263cc6a-c4af-4b65-90a2-2de21c414514,2020,Sheffield Hallam University,S21,10005790,,,,Abbey Hill Primary & Nursery,150098,Primary
a28eb075-7978-414d-b8d4-11409846cacf,2020,Staffordshire University,S72,10006299,,,,Abbey Hulton Primary School,146487,Primary
f2a9efef-84cc-4f08-9643-6cb2d4b696bc,2020,University of Wolverhampton,W75,10007166,,,,Abbey Infant School,103930,Primary
beb2da8d-a6e4-483c-be17-5e0f8d3cb910,2020,University of Wolverhampton,W75,10007166,,,,Abbey Junior School,103929,Primary
67b22cef-ce09-4b77-9c46-bb940f4276c5,2020,University of Wolverhampton,W75,10007166,,,,Abbey Junior School,136989,Primary
630eaa54-b961-4029-afa5-51d0161cc83c,2020,University of Gloucestershire,G50,10007145,,,,Abbeymead Primary School,115601,Primary
1e8a02d4-f51d-4fe9-b474-485b9aae0329,2020,University of Huddersfield,H60,10007148,,,,Abbey Park Academy,140172,Primary
f2f43ca2-9624-4f82-acd8-c1872d5c3b51,2020,University of Worcester,W80,10007139,,,,Abbey Park Middle School,116774,Primary
