id,start_academic_year,provider_name,provider_code,provider_ukprn,partner_name,partner_reference,partner_type,school_name,school_urn,subject_name
b3d27f22-70d8-4510-a3ed-751cf14b0bed,2024,Teaching London: LDBS SCITT,L59,10046787,Abacus Belsize Primary School,139837,school,Abacus Belsize Primary School,139837,Primary
d2b7bea9-ab59-4f68-9625-5d03135fc94f,2024,Teaching London: LDBS SCITT,L59,10046787,,,,Abacus Belsize Primary School,139837,Primary
1ffcb08b-5a0d-4341-982f-0dd7298fc9be,2024,University of Worcester,W80,10007139,,,,Abberley Parochial VC Primary School,116780,Primary
0fcc4de3-094f-43b4-b1b5-44b142e1f404,2024,Bishop Challoner Training School,1K2,10000722,,,,Abbey Catholic Primary School,147669,Primary
452b7e06-0b7d-4647-aaeb-6133114c6f20,2024,Teach First,1TF,10024318,,,,Abbey CofE Infant School,125654,Primary
ec79ceba-94fc-4a2f-bccc-25f30f765afa,2024,The Cambridge Partnership,C03,10053421,,,,Abbey College Cambridge,136083,Physics
efbaa23f-45c2-4b45-ad78-cf334010d092,2024,Ambition Teacher Training,2A2,10095073,Cromwell Community College,138177,school,"Abbey College, Ramsey",137377,Biology
e93cca42-6af8-4078-aeee-23a9f3edff93,2024,Ambition Teacher Training,2A2,10095073,Cromwell Community College,138177,school,"Abbey College, Ramsey",137377,English
d51c26c7-16a8-4df2-aac9-86530c9f8673,2024,Ambition Teacher Training,2A2,10095073,Cromwell Community College,138177,school,"Abbey College, Ramsey",137377,Physics
0bbeb56a-738e-45aa-be76-3583f196d58b,2024,Ambition Teacher Training,2A2,10095073,Cromwell Community College,138177,school,"Abbey College, Ramsey",137377,Spanish language
389c5f80-769e-4b94-b359-1ddb84452fb9,2024,Teach First,1TF,10024318,,,,"Abbey College, Ramsey",137377,Mathematics
abb2e7c7-b6a8-4696-9e21-351fcb6c5575,2024,The Cambridge Partnership,C03,10053421,,,,"Abbey College, Ramsey",137377,Computing
e2a5b075-89c7-42c9-9a14-1b16a5a87d3c,2024,The Cambridge Partnership,C03,10053421,,,,"Abbey College, Ramsey",137377,English
02a336a8-15b7-46b3-9b66-d22adacbc60c,2024,The Cambridge Partnership,C03,10053421,,,,"Abbey College, Ramsey",137377,Geography
4b7a52c1-0c53-490b-8058-84768313daf8,2024,University of Bedfordshire,B22,10007152,Cromwell Community College,138177,school,"Abbey College, Ramsey",137377,Physical education
